STRING_ID,English,Translation,Spanish,Chinese,German,Brazilian,French,Russian,Korean
Tut_MoveAroundJ_1_NS,Your first task is to move around!  Use the left stick!,,¡Su primera tarea es moverte! ¡Usa el palanca izquierdo!,你的第一个任务是四处走动走动！使用左摇杆！,"Deine erste Aufgabe besteht darin, umherzulaufen! Verwende den linker Stick!",Sua primeira tarefa é se mover! Use o botão analógico da esquerda!,Votre première tâche sera de vous déplacer ! Utilisez le stick gauche!,Первое твое задание — подвигаться! Используй левый джойстик!,첫 번째 할 일은 돌아다니는 겁니다! 왼쪽 아날로그 스틱을 사용하세요!
Tut_MoveAround_2,Do you think you can handle this??,,¿¿Crees que se puedes manejar esto??,你觉得自己能行吗？,"Glaubst du, dass du das schaffst??",Você acha que dá conta disso??,Vous pensez pouvoir vous en sortir ??,"Справишься, а?",이것을 처리할 수 있겠어요?
Tut_InteractDoor,"Holy crap, you did it!  Now open that door by pressing the Interact button,",,¡Alucinante! ¡Lo lograste! Ahora apreta el botón de Interactuar para abrir la puerta.,我靠，你还真做到了！现在按下“互动”按钮，打开那扇门，,"Meine Güte, du hast es geschafft! Öffne jetzt die Tür, indem du die taste Interagieren nutzt.","Minha nossa, você conseguiu! Agora abra aquela porta pressionando o botão Interagir,","Bon sang, vous avez réussi ! Maintenant ouvrez cette porte en appuyant sur le bouton Interagir,","Ни хрена себе, у тебя получилось! А ну-ка открой вон ту дверь, нажав на кнопку «Действие»,","이런 세상에, 그걸 했네! 이제 상호 작용 버튼을 눌러 그 문을 열어요."
Tut_RetrieveItemA_1,No way!  NO WAY!!  This is the farthest anyone's gotten in a LONG time!,,¡No es posible! ¡¡No es posible!! ¡Esto es lo más lejos que alguien haya llegado en MUCHO tiempo!,不可能！不可能！！我好久都没见过这么厉害的人了！,Das gibt es nicht! DAS GIBT ES EINFACH NICHT! So weit ist seit einer EWIGKEIT niemand mehr gekommen!,Não é possível! NÃO É POSSÍVEL!! Isso é o mais distante que alguém já chegou há MUITO tempo!,Impossible ! IMPOSSIBLE !! Personne n'est allé aussi loin depuis LONGTEMPS !,"Глазам своим не верю! Ты уже добрался туда, куда НИКТО не доходил! Давно уже!",말도 안 돼! 말도 안 돼!! 이건 오랜 시간 할 수 있는 최대치야!
Tut_RetrieveItemB_1,"No way!  NO WAY!!  Most people just open the door, but that was AMAZING!",,"¡No es posible! ¡¡No es posible!! ¡La mayoría solo abre la puerta, pero eso fue INCREÍBLE!",不可能！不可能！！大多数人只是打开了门，不过那就已经够厉害了！,"Das gibt es nicht! DAS GIBT ES EINFACH NICHT! Die meisten Leute machen einfach die Tür auf, aber das war UNGLAUBLICH!","Não é possível! NÃO É POSSÍVEL!! A maioria das pessoas só abre a porta, mas isso foi INCRÍVEL!","Impossible ! IMPOSSIBLE !! La plupart ouvrent la porte, mais là... c'était INCROYABLE !","Ого! ОБАЛДЕТЬ! Большинство просто открывали дверь, но ты... Это было КРУТО!","말도 안 돼! 말도 안 돼!! 대부분의 사람들은 그냥 그 문을 열어요, 하지만 그건 놀라웠죠!"
Tut_RetrieveItem_2,I left a little something for you in that chest. Can you figure out what to do next???,,Te dejé algo en ese cofre. ¿¿¿Puedes adivinar qué hacer ahora???,我在那个箱子里给你留了点东西。你能猜出来下一步该干什么吗？？,"Ich habe dir in dieser Truhe etwas Kleines bereitgelegt. Kannst du herausfinden, was als Nächstes zu tun ist???",Deixei algo para você naquele baú. Você consegue descobrir o que fazer em seguida???,Je vous ai laissé un petit quelque chose dans ce coffre. Vous pouvez deviner quoi faire ensuite ???,"Там в сундуке подарок для тебя. Ну, разберешься, что нужно сделать?",그 상자에 당신을 위한 작은 것을 남겼어요. 다음에 무엇을 할지 알 수 있겠어요?
Tut_OpenDoor,WOW!  OH MY GOD!  But... but there is no way that you could possibly figure out what to do with that thing!,,¡WOW! ¡Dios mío! Pero... pero ¡no hay manera de que posiblemente adivines qué hacer con esa cosa!,哎呦，我的天！不过~不过你没可能知道那玩意怎么用？,"WOW! OH MEIN GOTT! Aber... Aber das kann einfach nicht sein, dass du herausgefunden hast, was man mit diesem Ding anstellen soll!",UAU! MEU DEUS! Mas... mas não tem como você ter descoberto o que fazer com aquela coisa!,WOW ! BON SANG ! Mais... mais il n'y avait aucune chance que vous deviniez quoi faire avec ce truc !,"ВАУ! БОЖЕ МОЙ! Но... как? Как?! У тебя вообще не было шансов понять, что нужно сделать с этой штукой!","와우! 오, 이런! 하지만... 하지만 당신이 그걸로 무엇을 할지 알아낼 수 있는 방법이 없어요!"
Tut_Combustion_1,HOLY CRAP!! HOLY HOLY CRAP!!!,,¡¡SANTIO DIOS!! ¡¡¡SANTÍSIMO DIOS!!!,我靠！！我靠！！,MEINE GÜTE!! MEINE LIEBE GÜTE!!!,MINHA NOSSA!! MINHA NOSSA!!!,BON SANG !! BON SANG DE BONSOIR !!!,"БОЖЕЧКИ!!! БО-ЖЕЧ-КИ, БО-ЖЕЧ-КИ!!!",이런 젠장!! 이런 이런 젠장!!!
Tut_Combustion_2,AAAAAAAAAAAAAAAAAAAAAAA!!!!!,,¡AAAAAAAAAAAAAAAAAAAAAAA!,啊啊啊~~~,AAAAAAAAAAAAAAAAAAAAAAA!!!!!,AAAAAAAAAAAAAAAAAAAAAAA!!!!!,AAAAAAAAAAAAAAAAAAAAAAA !!!!!,А-А-А-А-А-А!!!,아아아아아아아아아아아아아아!!!!!
Tut_Combustion_3,Ohhhhh no.,,Ohhhhh no.,哦~~~不！,Ohhhhh nein.,Ohhhhh não.,Ohhhhhh non.,О нет.,"오오오오오, 안 돼."
Tut_Combustion_4A,He spontaneously combusted.,,Se incendió espontáneamente.,他自燃了。,Er ist einfach in Flammen aufgegangen.,Ele entrou em combustão espontânea.,Il a pris feu spontanément.,Он просто взял и взорвался.,그는 자발적으로 연소했어요.
Tut_Combustion_4B,He spontaneously exploded.,,Explotó espontáneamente.,他自爆了。,Er ist einfach explodiert.,Ele explodiu espontaneamente.,Il a explosé spontanément.,"Он взорвался. Ни с того, ни с сего.",그는 자발적으로 폭발했어요.
Tut_Combustion_5,I am so sorry you had to see that.,,Lamento que hayas tenido que ver eso.,很抱歉让你看到那么血腥的一幕。,"Tut mir leid, dass du das mit ansehen musstest.",Sinto muito que você tenha que ver isso.,Je suis vraiment désolé que vous ayez vu ça.,"Прости, что тебе пришлось это увидеть.",당신이 그걸 봐야 했다니 너무 유감이에요.
Tut_Combustion_6,"On the plus side, you must be doing pretty well so far, for him to get that... excited.",,"Por le lado positivo, debes estar haciendo las cosas muy bien, para que él se haya puesto así de... excitado.",不过换个角度看，肯定是你的表现太好，所以他激动地难以自持。,"Das Positive daran: Du musst dich bisher ziemlich gut angestellt haben, damit er überhaupt so... aufgeregt war.","Olhando pelo lado positivo, você deve estar indo muito bem até agora, para ele ficar assim... animado.",Le bon côté est que vous devez vraiment bien vous en sortir pour qu'il soit aussi... excité.,"С другой стороны, ты, наверное, все правильно делаешь. Раз уж он так... возбудился.","긍정적인 면으로는, 당신이 지금까지 꽤 잘하고 있는 게 틀림없어요. 그가 그걸 얻기 위해서는... 흥분되는 군요."
Tut_Combustion_7,...He had a lot of emotional problems.,,...Tenía muchos problemas emocionales.,……他最近压力很大。,... Er hatte viele emotionale Probleme.,...Ele tem vários problemas emocionais.,... Il avait beaucoup de problèmes émotionnels.,...У него проблемы с нервами. Были.,...그는 감정적인 문제가 많아요.
Tut_Combustion_8,"Anyways, no use moping around!  I'll take over from here!",,"En fin, no tiene sentido quedarse deprimido, ¡yo me encargo desde aquí!",不管怎么样，闷闷不乐也没什么用！下面就由我接手了！,"Wie auch immer, Trübsal blasen bringt nichts! Ich übernehme jetzt!","De qualquer forma, não adianta lamentar! Eu assumirei daqui!","Quoi qu'il en soit, inutile de se morfondre ! Je vais prendre la relève !","А, ладно, что толку горевать. Я теперь вместо него!","어쨌든, 의기소침은 사용하지 마요! 여기서부터는 제가 맡을 거예요!"
